"Age"	"Adjective"	"FileSpeaker"	"Function"	"Priming"	"Gender"	"Occupation"	"ConversationType"	"AudienceSize"	"very"	"really"	"Freq"	"Gradabilty"	"SemanticCategory"
"41-80"	"other"	"<S1A-092:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	4.93827	"NotGradable"	"Value"
"17-25"	"good"	"<S1A-093:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	20.55249	"NotGradable"	"Value"
"17-25"	"other"	"<S1A-094:1$B>"	"Attributive"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	1	0.66298	"NotGradable"	"PhysicalProperty"
"17-25"	"other"	"<S1A-094:1$B>"	"Attributive"	"Prime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	1	1.21547	"NotGradable"	"PhysicalProperty"
"17-25"	"funny"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	1	3.20442	"NotGradable"	"HumanPropensity"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	1.65746	"NotGradable"	"Value"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	4.64088	"GradabilityUndetermined"	"Dimension"
"17-25"	"other"	"<S1A-094:1$A>"	"Attributive"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	1	0	4.1989	"NotGradable"	"Dimension"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	4.53039	"Gradable"	"Value"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"Prime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	4.53039	"Gradable"	"Value"
"17-25"	"other"	"<S1A-094:1$A>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"SameSex"	"2"	0	0	1.32597	"NotGradable"	"HumanPropensity"
"26-40"	"other"	"<S1A-095:1$B>"	"Predicative"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	0	1	1.22449	"NotGradable"	"Value"
"26-40"	"bad"	"<S1A-095:1$B>"	"Predicative"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	0	0	2.85714	"NotGradable"	"Value"
"26-40"	"bad"	"<S1A-096:1$B>"	"Attributive"	"NoPrime"	"Female"	NA	"SameSex"	"2"	0	1	2.85714	"NotGradable"	"Value"
"26-40"	"funny"	"<S1A-096:1$B>"	"Predicative"	"NoPrime"	"Female"	NA	"SameSex"	"2"	0	1	0.81633	"NotGradable"	"HumanPropensity"
"26-40"	"other"	"<S1A-096:1$A>"	"Predicative"	"NoPrime"	"Female"	NA	"SameSex"	"2"	0	0	0.40816	"NotGradable"	"NoSemType"
"26-40"	"other"	"<S1A-096:1$A>"	"Attributive"	"NoPrime"	"Female"	NA	"SameSex"	"2"	1	0	0.81633	"NotGradable"	"Dimension"
"26-40"	"interesting"	"<S1A-097:1$A>"	"Attributive"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	1	0	5.06329	"Gradable"	"Value"
"26-40"	"interesting"	"<S1A-097:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	0	1	5.06329	"Gradable"	"Value"
"26-40"	"good"	"<S1A-097:1$A>"	"Predicative"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	1	0	27.8481	"NotGradable"	"Value"
"26-40"	"interesting"	"<S1A-097:1$A>"	"Predicative"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	1	0	5.06329	"Gradable"	"Value"
"17-25"	"good"	"<S1A-099:1$B>"	"Predicative"	"NoPrime"	"Female"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	0	0	20.55249	"NotGradable"	"Value"
"17-25"	"nice"	"<S1A-099:1$A>"	"Predicative"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"MixedSex"	"2"	1	0	7.29282	"NotGradable"	"HumanPropensity"
"17-25"	"other"	"<S1A-038:1$A>"	"Attributive"	"Prime"	"Male"	"AcademicManagerialProfessionals"	"SameSex"	"2"	1	0	4.1989	"NotGradable"	"Dimension"
"17-25"	"other"	"<S1A-038:1$A>"	"Attributive"	"NoPrime"	"Male"	"AcademicManagerialProfessionals"	"SameSex"	"2"	1	0	0.22099	"NotGradable"	"Value"
